Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1985,7,1 ,,,,,4.0,4.0
1985,7,2 ,,,,,s/p,4.0
1985,7,3 ,,,,,2.0,6.0
1985,7,4 ,,,,,s/p,6.0
1985,7,5 ,,,,,s/p,6.0
1985,7,6 ,,,,,s/p,6.0
1985,7,7 ,,,,,s/p,6.0
1985,7,8 ,,,,,s/p,6.0
1985,7,9 ,,,,,s/p,6.0
1985,7,10 ,,,,,s/p,6.0
1985,7,11 ,,,,,s/p,6.0
1985,7,12 ,,,,,s/p,6.0
1985,7,13 ,,,,,s/p,6.0
1985,7,14 ,,,,,s/p,6.0
1985,7,15 ,,,,,s/p,6.0
1985,7,16 ,,,,,s/p,6.0
1985,7,17 ,,,,,2.2,8.2
1985,7,18 ,,,,,s/p,8.2
1985,7,19 ,,,,,s/p,8.2
1985,7,20 ,,,,,s/p,8.2
1985,7,21 ,,,,,s/p,8.2
1985,7,22 ,,,,,1.8,10.0
1985,7,23 ,,,,,s/p,10.0
1985,7,24 ,,,,,s/p,10.0
1985,7,25 ,,,,,s/p,10.0
1985,7,26 ,,,,,s/p,10.0
1985,7,27 ,,,,,s/p,10.0
1985,7,28 ,,,,,17.0,27.0
1985,7,29 ,,,,,4.0,31.0
1985,7,30 ,,,,,s/p,31.0
1985,7,31 ,,,,,s/p,31.0
