Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
2010.0,2.0,1.0,11.7,34.6,22.6,22.6,24.0
2010.0,2.0,2.0,10.2,31.9,20.3,20.3,24.0
2010.0,2.0,3.0,9.1,30.0,19.2,19.2,24.0
2010.0,2.0,4.0,10.3,32.1,20.6,20.6,24.0
2010.0,2.0,5.0,11.5,30.6,19.9,19.9,24.0
2010.0,2.0,6.0,9.9,29.8,18.9,18.9,24.0
2010.0,2.0,7.0,10.9,32.6,19.8,19.8,24.0
2010.0,2.0,8.0,9.9,36.1,22.7,22.7,24.0
2010.0,2.0,9.0,12.5,35.3,23.3,23.3,24.0
2010.0,2.0,10.0,13.5,35.3,23.3,23.3,24.0
2010.0,2.0,11.0,11.9,29.7,20.8,20.8,24.0
2010.0,2.0,12.0,12.3,35.4,22.4,22.4,24.0
2010.0,2.0,13.0,13.1,36.3,23.5,23.5,24.0
2010.0,2.0,14.0,11.7,32.7,21.8,21.8,24.0
2010.0,2.0,15.0,11.2,34.6,22.0,22.0,24.0
2010.0,2.0,16.0,11.1,33.0,21.4,21.4,24.0
2010.0,2.0,17.0,10.1,33.2,20.6,20.6,24.0
2010.0,2.0,18.0,9.9,30.9,19.9,19.9,24.0
2010.0,2.0,19.0,9.6,33.1,21.4,21.4,24.0
2010.0,2.0,20.0,11.6,34.1,22.4,22.4,24.0
2010.0,2.0,21.0,10.8,30.4,20.1,20.1,24.0
2010.0,2.0,22.0,8.3,26.6,16.9,16.9,24.0
2010.0,2.0,23.0,9.0,32.5,20.0,20.0,24.0
2010.0,2.0,24.0,9.8,29.4,19.3,19.3,24.0
2010.0,2.0,25.0,11.0,26.3,15.8,15.8,24.0
2010.0,2.0,26.0,9.2,28.0,18.6,18.6,24.0
2010.0,2.0,27.0,11.3,33.1,21.1,21.1,24.0
2010.0,2.0,28.0,11.9,31.0,20.6,20.6,24.0
