Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
2021.0,2.0,1.0,13.0,25.1,18.0,17.6,22.0
2021.0,2.0,2.0,9.1,27.2,17.8,18.0,23.0
2021.0,2.0,3.0,11.2,31.4,19.7,20.3,23.0
2021.0,2.0,4.0,12.4,30.4,21.6,21.6,23.0
2021.0,2.0,5.0,13.8,23.0,17.5,17.4,23.0
2021.0,2.0,6.0,13.6,19.4,16.1,16.1,23.0
2021.0,2.0,7.0,15.2,26.0,18.5,18.5,24.0
2021.0,2.0,8.0,10.3,27.8,18.2,18.3,23.0
2021.0,2.0,9.0,11.9,30.6,19.9,20.4,23.0
2021.0,2.0,10.0,13.6,29.2,21.0,21.2,23.0
2021.0,2.0,11.0,14.7,22.7,17.3,17.3,24.0
2021.0,2.0,12.0,16.7,22.9,18.7,18.7,24.0
2021.0,2.0,13.0,14.6,25.7,18.6,18.6,24.0
2021.0,2.0,14.0,14.8,25.9,18.5,18.5,24.0
2021.0,2.0,15.0,11.0,20.5,15.6,15.5,23.0
2021.0,2.0,16.0,10.6,17.6,14.1,14.1,24.0
2021.0,2.0,17.0,12.9,25.6,17.7,17.7,24.0
2021.0,2.0,18.0,8.2,26.6,16.8,16.8,24.0
2021.0,2.0,19.0,9.5,28.6,18.4,18.4,24.0
2021.0,2.0,20.0,9.8,30.5,19.8,20.1,23.0
2021.0,2.0,21.0,9.0,30.1,19.1,21.0,20.0
2021.0,2.0,22.0,8.1,29.2,18.5,18.5,24.0
2021.0,2.0,23.0,8.7,31.5,19.7,19.7,24.0
2021.0,2.0,24.0,9.0,29.7,19.2,19.2,24.0
2021.0,2.0,25.0,9.9,28.7,18.2,18.3,22.0
2021.0,2.0,26.0,10.5,30.2,19.4,19.6,23.0
2021.0,2.0,27.0,10.8,31.9,20.8,20.8,24.0
2021.0,2.0,28.0,10.8,33.0,21.2,21.2,24.0
