Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
2020.0,1.0,1.0,13.1,28.4,20.5,20.5,24.0
2020.0,1.0,2.0,11.5,27.9,19.6,19.6,24.0
2020.0,1.0,3.0,12.2,26.9,19.2,19.2,24.0
2020.0,1.0,4.0,13.1,22.8,17.7,17.7,24.0
2020.0,1.0,5.0,8.6,14.4,11.3,11.3,24.0
2020.0,1.0,6.0,5.8,14.8,10.4,10.4,24.0
2020.0,1.0,7.0,8.5,15.2,12.0,12.0,24.0
2020.0,1.0,8.0,9.3,13.3,11.2,11.2,24.0
2020.0,1.0,9.0,7.7,12.7,9.4,9.4,24.0
2020.0,1.0,10.0,7.4,20.4,13.4,13.4,24.0
2020.0,1.0,11.0,6.8,24.3,15.2,15.2,24.0
2020.0,1.0,12.0,12.9,29.7,19.8,19.8,24.0
2020.0,1.0,13.0,12.8,21.7,17.0,17.0,24.0
2020.0,1.0,14.0,11.4,18.8,14.0,14.0,24.0
2020.0,1.0,15.0,4.8,16.6,11.1,11.1,24.0
2020.0,1.0,16.0,4.6,29.2,14.4,14.4,24.0
2020.0,1.0,17.0,12.7,31.2,19.9,19.9,24.0
2020.0,1.0,18.0,13.1,28.7,20.1,20.1,24.0
2020.0,1.0,19.0,11.2,22.9,16.7,16.7,24.0
2020.0,1.0,20.0,9.4,24.5,16.7,16.7,24.0
2020.0,1.0,21.0,11.1,30.9,20.0,20.0,24.0
2020.0,1.0,22.0,15.1,30.7,22.2,22.2,24.0
2020.0,1.0,23.0,11.7,24.6,18.8,18.8,24.0
2020.0,1.0,24.0,10.8,25.1,17.3,17.3,24.0
2020.0,1.0,25.0,10.5,25.4,17.1,17.1,24.0
2020.0,1.0,26.0,13.9,25.1,18.3,18.3,24.0
2020.0,1.0,27.0,8.0,26.3,17.5,17.5,24.0
2020.0,1.0,28.0,13.1,20.4,17.1,17.1,24.0
2020.0,1.0,29.0,5.6,21.4,13.2,13.2,24.0
2020.0,1.0,30.0,6.8,24.2,15.0,15.0,24.0
2020.0,1.0,31.0,10.2,24.6,17.1,17.1,24.0
