Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
2021.0,10.0,1.0,11.6,19.1,15.4,11.3,23.0
2021.0,10.0,2.0,2.1,15.2,9.8,9.8,24.0
2021.0,10.0,3.0,1.9,18.4,10.2,10.2,24.0
2021.0,10.0,4.0,3.1,21.8,11.3,11.3,24.0
2021.0,10.0,5.0,6.0,20.9,12.3,12.4,23.0
2021.0,10.0,6.0,0.9,24.7,13.1,12.0,22.0
2021.0,10.0,7.0,2.3,24.6,13.2,13.5,21.0
2021.0,10.0,8.0,7.9,19.8,13.9,13.3,22.0
2021.0,10.0,9.0,10.5,23.2,16.9,12.3,21.0
2021.0,10.0,10.0,8.7,19.3,14.0,13.0,21.0
2021.0,10.0,11.0,5.6,22.5,12.7,12.7,24.0
2021.0,10.0,12.0,9.6,16.7,13.1,12.8,22.0
2021.0,10.0,13.0,8.5,18.7,13.6,13.8,18.0
2021.0,10.0,14.0,3.6,11.2,11.4,10.7,19.0
2021.0,10.0,15.0,1.7,18.9,10.3,13.6,14.0
2021.0,10.0,16.0,3.6,20.7,11.5,12.0,23.0
2021.0,10.0,17.0,7.1,22.1,13.5,14.0,22.0
2021.0,10.0,18.0,9.6,26.1,17.9,14.1,19.0
2021.0,10.0,19.0,4.7,13.8,9.3,14.2,17.0
2021.0,10.0,20.0,8.9,17.1,13.0,12.7,20.0
2021.0,10.0,21.0,5.6,19.7,12.5,12.5,24.0
2021.0,10.0,22.0,6.3,18.9,13.1,13.1,24.0
2021.0,10.0,23.0,5.4,21.2,12.5,12.7,23.0
2021.0,10.0,24.0,6.7,12.4,14.6,16.1,22.0
2021.0,10.0,25.0,7.7,26.6,17.2,17.1,21.0
2021.0,10.0,26.0,12.3,27.4,19.8,17.5,21.0
2021.0,10.0,27.0,7.5,15.6,16.5,16.4,23.0
2021.0,10.0,28.0,10.0,28.8,19.4,18.7,22.0
2021.0,10.0,29.0,8.6,17.2,18.1,18.1,24.0
2021.0,10.0,30.0,9.6,24.3,16.9,16.2,23.0
2021.0,10.0,31.0,10.3,26.8,17.8,18.0,23.0
