Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1972,8,1 ,,,,,s/p,s/p
1972,8,2 ,,,,,s/p,s/p
1972,8,3 ,,,,,s/p,s/p
1972,8,4 ,,,,,s/p,s/p
1972,8,5 ,,,,,s/p,s/p
1972,8,6 ,,,,,s/p,s/p
1972,8,7 ,,,,,s/p,s/p
1972,8,8 ,,,,,s/p,s/p
1972,8,9 ,,,,,s/p,s/p
1972,8,10 ,,,,,11.0,11.0
1972,8,11 ,,,,,12.0,23.0
1972,8,12 ,,,,,s/p,23.0
1972,8,13 ,,,,,s/p,23.0
1972,8,14 ,,,,,32.0,55.0
1972,8,15 ,,,,,18.5,73.5
1972,8,16 ,,,,,s/p,73.5
1972,8,17 ,,,,,s/p,73.5
1972,8,18 ,,,,,17.0,90.5
1972,8,19 ,,,,,2.0,92.5
1972,8,20 ,,,,,s/p,92.5
1972,8,21 ,,,,,s/p,92.5
1972,8,22 ,,,,,s/p,92.5
1972,8,23 ,,,,,s/p,92.5
1972,8,24 ,,,,,18.0,110.5
1972,8,25 ,,,,,s/p,110.5
1972,8,26 ,,,,,s/p,110.5
1972,8,27 ,,,,,s/p,110.5
1972,8,28 ,,,,,s/p,110.5
1972,8,29 ,,,,,s/p,110.5
1972,8,30 ,,,,,s/p,110.5
1972,8,31 ,,,,,s/p,110.5
