Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1971,7,1 ,,,,,s/p,s/p
1971,7,2 ,,,,,s/p,s/p
1971,7,3 ,,,,,22.0,22.0
1971,7,4 ,,,,,s/p,22.0
1971,7,5 ,,,,,s/p,22.0
1971,7,6 ,,,,,s/p,22.0
1971,7,7 ,,,,,s/p,22.0
1971,7,8 ,,,,,s/p,22.0
1971,7,9 ,,,,,s/p,22.0
1971,7,10 ,,,,,s/p,22.0
1971,7,11 ,,,,,s/p,22.0
1971,7,12 ,,,,,s/p,22.0
1971,7,13 ,,,,,s/p,22.0
1971,7,14 ,,,,,s/p,22.0
1971,7,15 ,,,,,s/p,22.0
1971,7,16 ,,,,,s/p,22.0
1971,7,17 ,,,,,s/p,22.0
1971,7,18 ,,,,,s/p,22.0
1971,7,19 ,,,,,s/p,22.0
1971,7,20 ,,,,,s/p,22.0
1971,7,21 ,,,,,s/p,22.0
1971,7,22 ,,,,,s/p,22.0
1971,7,23 ,,,,,s/p,22.0
1971,7,24 ,,,,,s/p,22.0
1971,7,25 ,,,,,s/p,22.0
1971,7,26 ,,,,,s/p,22.0
1971,7,27 ,,,,,s/p,22.0
1971,7,28 ,,,,,s/p,22.0
1971,7,29 ,,,,,s/p,22.0
1971,7,30 ,,,,,s/p,22.0
1971,7,31 ,,,,,s/p,22.0
