Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1970,7,1 ,,,,,s/p,s/p
1970,7,2 ,,,,,s/p,s/p
1970,7,3 ,,,,,s/p,s/p
1970,7,4 ,,,,,s/p,s/p
1970,7,5 ,,,,,s/p,s/p
1970,7,6 ,,,,,6.0,6.0
1970,7,7 ,,,,,s/p,6.0
1970,7,8 ,,,,,s/p,6.0
1970,7,9 ,,,,,s/p,6.0
1970,7,10 ,,,,,s/p,6.0
1970,7,11 ,,,,,s/p,6.0
1970,7,12 ,,,,,s/p,6.0
1970,7,13 ,,,,,s/p,6.0
1970,7,14 ,,,,,5.0,11.0
1970,7,15 ,,,,,s/p,11.0
1970,7,16 ,,,,,50.0,61.0
1970,7,17 ,,,,,s/p,61.0
1970,7,18 ,,,,,s/p,61.0
1970,7,19 ,,,,,s/p,61.0
1970,7,20 ,,,,,s/p,61.0
1970,7,21 ,,,,,s/p,61.0
1970,7,22 ,,,,,s/p,61.0
1970,7,23 ,,,,,s/p,61.0
1970,7,24 ,,,,,s/p,61.0
1970,7,25 ,,,,,8.0,69.0
1970,7,26 ,,,,,s/p,69.0
1970,7,27 ,,,,,s/p,69.0
1970,7,28 ,,,,,s/p,69.0
1970,7,29 ,,,,,24.0,93.0
1970,7,30 ,,,,,s/p,93.0
1970,7,31 ,,,,,s/p,93.0
