Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1991,3,1 ,,,,,s/p,s/p
1991,3,2 ,,,,,s/p,s/p
1991,3,3 ,,,,,s/p,s/p
1991,3,4 ,,,,,s/p,s/p
1991,3,5 ,,,,,s/p,s/p
1991,3,6 ,,,,,s/p,s/p
1991,3,7 ,,,,,s/p,s/p
1991,3,8 ,,,,,0.4,0.4
1991,3,9 ,,,,,0.2,0.6
1991,3,10 ,,,,,16.8,17.4
1991,3,11 ,,,,,10.5,27.9
1991,3,12 ,,,,,1.9,29.8
1991,3,13 ,,,,,s/p,29.8
1991,3,14 ,,,,,s/p,29.8
1991,3,15 ,,,,,s/p,29.8
1991,3,16 ,,,,,s/p,29.8
1991,3,17 ,,,,,s/p,29.8
1991,3,18 ,,,,,s/p,29.8
1991,3,19 ,,,,,s/p,29.8
1991,3,20 ,,,,,s/p,29.8
1991,3,21 ,,,,,s/p,29.8
1991,3,22 ,,,,,s/p,29.8
1991,3,23 ,,,,,s/p,29.8
1991,3,24 ,,,,,s/p,29.8
1991,3,25 ,,,,,s/p,29.8
1991,3,26 ,,,,,0.0,29.8
1991,3,27 ,,,,,0.8,30.6
1991,3,28 ,,,,,s/p,30.6
1991,3,29 ,,,,,s/p,30.6
1991,3,30 ,,,,,s/p,30.6
1991,3,31 ,,,,,s/p,30.6
