Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1987,7,1 ,,,,,s/p,s/p
1987,7,2 ,,,,,s/p,s/p
1987,7,3 ,,,,,s/p,s/p
1987,7,4 ,,,,,s/p,s/p
1987,7,5 ,,,,,s/p,s/p
1987,7,6 ,,,,,s/p,s/p
1987,7,7 ,,,,,s/p,s/p
1987,7,8 ,,,,,s/p,s/p
1987,7,9 ,,,,,s/p,s/p
1987,7,10 ,,,,,s/p,s/p
1987,7,11 ,,,,,74.5,74.5
1987,7,12 ,,,,,s/p,74.5
1987,7,13 ,,,,,s/p,74.5
1987,7,14 ,,,,,s/p,74.5
1987,7,15 ,,,,,s/p,74.5
1987,7,16 ,,,,,13.0,87.5
1987,7,17 ,,,,,29.0,116.5
1987,7,18 ,,,,,s/p,116.5
1987,7,19 ,,,,,s/p,116.5
1987,7,20 ,,,,,s/p,116.5
1987,7,21 ,,,,,8.0,124.5
1987,7,22 ,,,,,s/p,124.5
1987,7,23 ,,,,,s/p,124.5
1987,7,24 ,,,,,69.0,193.5
1987,7,25 ,,,,,17.0,210.5
1987,7,26 ,,,,,s/p,210.5
1987,7,27 ,,,,,s/p,210.5
1987,7,28 ,,,,,s/p,210.5
1987,7,29 ,,,,,s/p,210.5
1987,7,30 ,,,,,s/p,210.5
1987,7,31 ,,,,,s/p,210.5
